"uuid","A1_Metadata","A2_Metadata","A3_Metadata","description","variable_name","old_value","new_value"
"a8cd5306-7dc8-464841-9a9590-b9c4168d0f3e","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","A1_Metadata","a1_2",NA
"a8cd5306-7dc8-464841-9a9590-b9c4168d0f3e","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","A1_Metadata","a1_4",NA
"a8cd5306-7dc8-464841-9a9590-b9c4168d0f3e","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","B2_Demographics","yemeni",NA
"4bd06387-0c4a-474c44-a1afa5-f54d0eb9a178","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","A1_Metadata","a1_2",NA
"4bd06387-0c4a-474c44-a1afa5-f54d0eb9a178","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","A1_Metadata","a1_4",NA
"4bd06387-0c4a-474c44-a1afa5-f54d0eb9a178","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","B2_Demographics","yemeni",NA
"08976c4e-0649-4d454a-9e9f91-8ae9b4731d2f","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","A1_Metadata","a1_2",NA
"08976c4e-0649-4d454a-9e9f91-8ae9b4731d2f","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","A1_Metadata","a1_4",NA
"08976c4e-0649-4d454a-9e9f91-8ae9b4731d2f","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","B2_Demographics","yemeni",NA
"c031d5b8-06e8-404947-86808d-e8d3a42f1950","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","A1_Metadata","a1_2",NA
"c031d5b8-06e8-404947-86808d-e8d3a42f1950","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","A1_Metadata","a1_4",NA
"c031d5b8-06e8-404947-86808d-e8d3a42f1950","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","B2_Demographics","yemeni",NA
"b7416f9c-6db0-4d4146-8c848b-ec63b12a0498","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","A1_Metadata","a1_2",NA
"b7416f9c-6db0-4d4146-8c848b-ec63b12a0498","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","A1_Metadata","a1_4",NA
"b7416f9c-6db0-4d4146-8c848b-ec63b12a0498","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","B2_Demographics","yemeni",NA
"053cfa7b-3bd7-414f4b-b9bdbf-42e69517bf30","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","A1_Metadata","a1_2",NA
"053cfa7b-3bd7-414f4b-b9bdbf-42e69517bf30","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","A1_Metadata","a1_4",NA
"053cfa7b-3bd7-414f4b-b9bdbf-42e69517bf30","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","B2_Demographics","yemeni",NA
"b1fa39e5-f34d-42474d-b7b0b5-6c2753480feb","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","A1_Metadata","a1_2",NA
"b1fa39e5-f34d-42474d-b7b0b5-6c2753480feb","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","A1_Metadata","a1_4",NA
"b1fa39e5-f34d-42474d-b7b0b5-6c2753480feb","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","B2_Demographics","yemeni",NA
"2e5d6c71-f5d1-434e49-b2b4b1-93cf42db0ae8","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","A1_Metadata","a1_2",NA
"2e5d6c71-f5d1-434e49-b2b4b1-93cf42db0ae8","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","A1_Metadata","a1_4",NA
"2e5d6c71-f5d1-434e49-b2b4b1-93cf42db0ae8","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","B2_Demographics","yemeni",NA
"f95dcba1-f89b-4e4748-9c959f-032741ea986c","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","A1_Metadata","a1_2",NA
"f95dcba1-f89b-4e4748-9c959f-032741ea986c","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","A1_Metadata","a1_4",NA
"f95dcba1-f89b-4e4748-9c959f-032741ea986c","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","B2_Demographics","yemeni",NA
"9f1640a8-a0bc-4e4a44-a1aea7-72d6a519f340","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","A1_Metadata","a1_2",NA
"9f1640a8-a0bc-4e4a44-a1aea7-72d6a519f340","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","A1_Metadata","a1_4",NA
"9f1640a8-a0bc-4e4a44-a1aea7-72d6a519f340","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","B2_Demographics","yemeni",NA
"97c2e586-d295-4b4d47-868188-a8d6902e357c","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","A1_Metadata","a1_2",NA
"97c2e586-d295-4b4d47-868188-a8d6902e357c","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","A1_Metadata","a1_4",NA
"97c2e586-d295-4b4d47-868188-a8d6902e357c","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","B2_Demographics","yemeni",NA
"1a647c0e-02b5-414649-a2a4a6-50d9c841ab72","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","A1_Metadata","a1_2",NA
"1a647c0e-02b5-414649-a2a4a6-50d9c841ab72","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","A1_Metadata","a1_4",NA
"1a647c0e-02b5-414649-a2a4a6-50d9c841ab72","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","B2_Demographics","yemeni",NA
"765dea14-8eb5-484d4b-b5bfb0-985ab730ef41","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","A1_Metadata","a1_2",NA
"765dea14-8eb5-484d4b-b5bfb0-985ab730ef41","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","A1_Metadata","a1_4",NA
"765dea14-8eb5-484d4b-b5bfb0-985ab730ef41","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","B2_Demographics","yemeni",NA
"5bf48cd6-42b8-4c4148-b4bab8-695e41ab8c30","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","A1_Metadata","a1_2",NA
"5bf48cd6-42b8-4c4148-b4bab8-695e41ab8c30","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","A1_Metadata","a1_4",NA
"5bf48cd6-42b8-4c4148-b4bab8-695e41ab8c30","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","B2_Demographics","yemeni",NA
"17403bc6-9f81-4a4046-a8a7aa-09bfd83c165e","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","A1_Metadata","a1_2",NA
"17403bc6-9f81-4a4046-a8a7aa-09bfd83c165e","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","A1_Metadata","a1_4",NA
"17403bc6-9f81-4a4046-a8a7aa-09bfd83c165e","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","B2_Demographics","yemeni",NA
"617504da-d349-404643-a7a3a5-3d54c67029e1","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","A1_Metadata","a1_2",NA
"617504da-d349-404643-a7a3a5-3d54c67029e1","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","A1_Metadata","a1_4",NA
"617504da-d349-404643-a7a3a5-3d54c67029e1","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","B2_Demographics","yemeni",NA
"0b96e271-5e6a-46484e-a6a2a5-4a1dc62b0598","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","A1_Metadata","a1_2",NA
"0b96e271-5e6a-46484e-a6a2a5-4a1dc62b0598","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","A1_Metadata","a1_4",NA
"0b96e271-5e6a-46484e-a6a2a5-4a1dc62b0598","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","B2_Demographics","yemeni",NA
"9fd46be3-70dc-404546-b6b5bd-841d763bca0e","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","A1_Metadata","a1_2",NA
"9fd46be3-70dc-404546-b6b5bd-841d763bca0e","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","A1_Metadata","a1_4",NA
"9fd46be3-70dc-404546-b6b5bd-841d763bca0e","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","B2_Demographics","yemeni",NA
"94dcfb18-8fc4-4a4c4e-868d8e-6c538a40ef27","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","A1_Metadata","a1_2",NA
"94dcfb18-8fc4-4a4c4e-868d8e-6c538a40ef27","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","A1_Metadata","a1_4",NA
"94dcfb18-8fc4-4a4c4e-868d8e-6c538a40ef27","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","B2_Demographics","yemeni",NA
"c2a430b5-b1d2-464b47-bfbabd-0ed7815b26fa","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","A1_Metadata","a1_2",NA
"c2a430b5-b1d2-464b47-bfbabd-0ed7815b26fa","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","A1_Metadata","a1_4",NA
"c2a430b5-b1d2-464b47-bfbabd-0ed7815b26fa","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","B2_Demographics","yemeni",NA
"86c0eb34-259a-44474b-959694-49a2610f5eb3","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","A1_Metadata","a1_2",NA
"86c0eb34-259a-44474b-959694-49a2610f5eb3","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","A1_Metadata","a1_4",NA
"86c0eb34-259a-44474b-959694-49a2610f5eb3","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","B2_Demographics","yemeni",NA
"7c82e650-7e4a-424f45-8e8b88-47a6820f13b9","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","A1_Metadata","a1_2",NA
"7c82e650-7e4a-424f45-8e8b88-47a6820f13b9","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","A1_Metadata","a1_4",NA
"7c82e650-7e4a-424f45-8e8b88-47a6820f13b9","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","B2_Demographics","yemeni",NA
"86490c72-ec9a-4e434d-8f898d-e859c32d6a41","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","A1_Metadata","a1_2",NA
"86490c72-ec9a-4e434d-8f898d-e859c32d6a41","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","A1_Metadata","a1_4",NA
"86490c72-ec9a-4e434d-8f898d-e859c32d6a41","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","B2_Demographics","yemeni",NA
"9df35408-de30-4d4c46-a6a3a5-1520a6ce83b4","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","A1_Metadata","a1_2",NA
"9df35408-de30-4d4c46-a6a3a5-1520a6ce83b4","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","A1_Metadata","a1_4",NA
"9df35408-de30-4d4c46-a6a3a5-1520a6ce83b4","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","B2_Demographics","yemeni",NA
"6143bedf-b20d-484b45-99969f-98d0f6417cb3","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","A1_Metadata","a1_2",NA
"6143bedf-b20d-484b45-99969f-98d0f6417cb3","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","A1_Metadata","a1_4",NA
"6143bedf-b20d-484b45-99969f-98d0f6417cb3","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","B2_Demographics","yemeni",NA
"36b57a4f-7168-484043-8e808a-d86a04c5371b","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","A1_Metadata","a1_2",NA
"36b57a4f-7168-484043-8e808a-d86a04c5371b","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","A1_Metadata","a1_4",NA
"36b57a4f-7168-484043-8e808a-d86a04c5371b","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","B2_Demographics","yemeni",NA
"403e56fa-fb4c-464845-a4a1ab-72f60a1354e9","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","A1_Metadata","a1_2",NA
"403e56fa-fb4c-464845-a4a1ab-72f60a1354e9","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","A1_Metadata","a1_4",NA
"403e56fa-fb4c-464845-a4a1ab-72f60a1354e9","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","B2_Demographics","yemeni",NA
"923ad857-0ba9-4a404c-b6b7bc-29e16df80ab4","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","A1_Metadata","a1_2",NA
"923ad857-0ba9-4a404c-b6b7bc-29e16df80ab4","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","A1_Metadata","a1_4",NA
"923ad857-0ba9-4a404c-b6b7bc-29e16df80ab4","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","B2_Demographics","yemeni",NA
"e9a12640-c60e-444249-999793-48ed7309a6b1","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","A1_Metadata","a1_2",NA
"e9a12640-c60e-444249-999793-48ed7309a6b1","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","A1_Metadata","a1_4",NA
"e9a12640-c60e-444249-999793-48ed7309a6b1","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","B2_Demographics","yemeni",NA
"c4f7b160-29db-43404a-a4aca9-e13f072a456d","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","A1_Metadata","a1_2",NA
"c4f7b160-29db-43404a-a4aca9-e13f072a456d","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","A1_Metadata","a1_4",NA
"c4f7b160-29db-43404a-a4aca9-e13f072a456d","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","B2_Demographics","yemeni",NA
"98140efa-e51b-454347-b7bdb8-cf654ab97d32","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","A1_Metadata","a1_2",NA
"98140efa-e51b-454347-b7bdb8-cf654ab97d32","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","A1_Metadata","a1_4",NA
"98140efa-e51b-454347-b7bdb8-cf654ab97d32","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","B2_Demographics","yemeni",NA
"4dfb1376-1ec3-45444b-b9b5b7-645bef10c829","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","A1_Metadata","a1_2",NA
"4dfb1376-1ec3-45444b-b9b5b7-645bef10c829","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","A1_Metadata","a1_4",NA
"4dfb1376-1ec3-45444b-b9b5b7-645bef10c829","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","B2_Demographics","yemeni",NA
"74d632b9-43a6-4c4d43-9b9197-7436fbc2e598","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","A1_Metadata","a1_2",NA
"74d632b9-43a6-4c4d43-9b9197-7436fbc2e598","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","A1_Metadata","a1_4",NA
"74d632b9-43a6-4c4d43-9b9197-7436fbc2e598","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","B2_Demographics","yemeni",NA
"7930f86d-a263-4f4b4c-a0a4a9-4ce1927b6d80","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","A1_Metadata","a1_2",NA
"7930f86d-a263-4f4b4c-a0a4a9-4ce1927b6d80","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","A1_Metadata","a1_4",NA
"7930f86d-a263-4f4b4c-a0a4a9-4ce1927b6d80","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","B2_Demographics","yemeni",NA
"5c06d32a-57cf-40474b-b3b8b5-c0f5871d2b43","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","A1_Metadata","a1_2",NA
"5c06d32a-57cf-40474b-b3b8b5-c0f5871d2b43","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","A1_Metadata","a1_4",NA
"5c06d32a-57cf-40474b-b3b8b5-c0f5871d2b43","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","B2_Demographics","yemeni",NA
"06cebfd9-53f8-45484c-8d8180-27b5e4fad380","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","A1_Metadata","a1_2",NA
"06cebfd9-53f8-45484c-8d8180-27b5e4fad380","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","A1_Metadata","a1_4",NA
"06cebfd9-53f8-45484c-8d8180-27b5e4fad380","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","B2_Demographics","yemeni",NA
"1e38f692-b4fe-464148-98969d-74a9ef320b18","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","A1_Metadata","a1_2",NA
"1e38f692-b4fe-464148-98969d-74a9ef320b18","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","A1_Metadata","a1_4",NA
"1e38f692-b4fe-464148-98969d-74a9ef320b18","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","B2_Demographics","yemeni",NA
"d531902b-ea58-4c4146-b3b2ba-e8db420fa6c5","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","A1_Metadata","a1_2",NA
"d531902b-ea58-4c4146-b3b2ba-e8db420fa6c5","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","A1_Metadata","a1_4",NA
"d531902b-ea58-4c4146-b3b2ba-e8db420fa6c5","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","B2_Demographics","yemeni",NA
"2f03e1ac-d136-4a494e-a2aea8-a145dc762e38","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","A1_Metadata","a1_2",NA
"2f03e1ac-d136-4a494e-a2aea8-a145dc762e38","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","A1_Metadata","a1_4",NA
"2f03e1ac-d136-4a494e-a2aea8-a145dc762e38","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","B2_Demographics","yemeni",NA
"910eca74-79e1-494d40-898188-5afd0e18764c","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","A1_Metadata","a1_2",NA
"910eca74-79e1-494d40-898188-5afd0e18764c","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","A1_Metadata","a1_4",NA
"910eca74-79e1-494d40-898188-5afd0e18764c","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","B2_Demographics","yemeni",NA
"6ca7ef59-d9b3-414442-848f8c-9f3db8e42506","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","A1_Metadata","a1_2",NA
"6ca7ef59-d9b3-414442-848f8c-9f3db8e42506","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","A1_Metadata","a1_4",NA
"6ca7ef59-d9b3-414442-848f8c-9f3db8e42506","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","B2_Demographics","yemeni",NA
"4c79a561-a04e-41474f-929490-eb46d9821357","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","A1_Metadata","a1_2",NA
"4c79a561-a04e-41474f-929490-eb46d9821357","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","A1_Metadata","a1_4",NA
"4c79a561-a04e-41474f-929490-eb46d9821357","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","B2_Demographics","yemeni",NA
"f68d72e3-56c9-444643-8a8185-15d049b6c23f","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","A1_Metadata","a1_2",NA
"f68d72e3-56c9-444643-8a8185-15d049b6c23f","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","A1_Metadata","a1_4",NA
"f68d72e3-56c9-444643-8a8185-15d049b6c23f","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","B2_Demographics","yemeni",NA
"bc130982-b143-4c4144-b0b9b4-5834ebc1fa62","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","A1_Metadata","a1_2",NA
"bc130982-b143-4c4144-b0b9b4-5834ebc1fa62","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","A1_Metadata","a1_4",NA
"bc130982-b143-4c4144-b0b9b4-5834ebc1fa62","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","B2_Demographics","yemeni",NA
"1057dc9b-2f83-474a4c-a8afac-c81b034fa675","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","A1_Metadata","a1_2",NA
"1057dc9b-2f83-474a4c-a8afac-c81b034fa675","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","A1_Metadata","a1_4",NA
"1057dc9b-2f83-474a4c-a8afac-c81b034fa675","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","B2_Demographics","yemeni",NA
