"index","value","variable","has_issue","issue_type"
NA,"iyrLJOBwSMAzNpCzNwdSCrZJ to /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"iZqKRPVOAF GSnskZWhxxHDKRNRCbJ z /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"IZV psAEFsVIostCaZGFIDhXHqDQCpufqaoVvRjbMTEFdCZSkFkWdMJGWwLMZtPwzCmJxQyyCWnTaYBYFCKv /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"jAJKNWtnIinyKhRCeyTdrSqCSTiUruzDtXGejtnDQxeMAQgWRiDHgfxntEsAcp /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"jCzYmjPrMXfCplSrrqCkKJS /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"JfW fIleOQQBwyaWZatGp /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"Jhh /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"jhuQEBIiWLbFvwlVjaqEbNEoRFzpJgTHLeqjotzeIcCAhpOXhjXeQCJLBRiEu VgSIFJfENkkzwnchz Nd lWVzi /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"JI  PFz /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"JnJNCHZrF /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"JNvWMmzdYRVcYcwiKAkSUFSQdimu /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"JokFXi tDNRVrkJlmrZGGLafgs hJOHjZTjokLuBiVTydukskDiMuIPAkzGvEQTiRchZaPmHWQdJVlUEMwSWt /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"jpqVKWBMFWlaWRyXyDCuj /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"jQCCeqbIwsemIBCQJIzJhzcrzxujTnc /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"jSAbBRjJUZdxWXbjwiVJjkarvspM /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"JsaRgIdkMlNSa g /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"jSlCmiWSMiNFJiPbXg /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"jTBqXJzaPCCTDoGGpfpMslO AGvSEbHELAdbZbdvKomlIpFt hi /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"JvshqMNzvrAxZsshIEqyEflWvugjUDYacyeYhlKolowMFtagkCXvzuQi  /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"JXVSxgostycwAofONNRIDhzcFA /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"JYwoxQsVXZLMAGMPfrzByvAGUAqldAjpEl BkTUTSpLGXRNJRacbxreyGZxqzMkoJqYEpJ /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"JznLzIAzM JrWyffUOFSDWaQZnAbkZeAXrsINvPQVbDsYPLHN /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"k xAUZpeZNwxmDBtBRiSOZDNYwzUGJAUCuvwrIPifsQdpnVLJaNbItGSRSGACKtli XLpVHEQ /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"kayKbVJWpGx pkLNAgxR /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"kbIXHi SVcAVmNfauGKyGarPeXwrXXfxXmMfTlTtJbwGMfKncdAnUBgRcvn OmnjQmBINh /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"KdJpoumsVLkpPXtBjSAXJRweKWKltXHBzGrOLdPzOiTkPgYCxZoXSkXTTdavgJX sMF /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"kEfUsfZSg xSMjorcrrWtjPnXODHKgOKPyrEuNcOifWhjSZJxFwiCJzIrB AClfbrazvTxcSxscOJqbRFFsnK /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"KEG x /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"KgkwULqXpTDzFnmNHvAZZLMANPl /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"kKidZqIQtfgyugOXzURpNfclKGNCSIXOh hBOGntHULMlDcGIKehXI /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"KMGotz JhYjcnrwCuKYLZUyUyOkzkicvzFdIXiMnrFnjBQAGbUil /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"KpsRNrLuWeKMJZzZApeYeDwkSVqiAbnTkJSCFToZDPmWEiVoslNpfFaIgHUptLtmqoDGyUEZaKwDcIvuOmltLL /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"KspJRVLjYrcwWdyBMpdDKXTFXDbXWhPdLZjwTYbwyEvpiHiYVVzfaQEMkdwsbBq  /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"kVSfmNTXToymBeVkcErqtBeZ cFyelAiagBTjSGFGOp /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"kwozJdBELWumKyHVznycjm LbjmrKzNTBbOastdJWYgsojFYDaaGOKGbyGljvCgMMrZmycZUcEtDFHUTNzHHqc /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"kXOyRfzLAxPmJtG /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"KZIQMuXqkYNXXMzgbyLABTRHwQQytqASA FtZFyvcFSAVXlJRuEKbSSAzEEeswBZONCRfXbtp /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"laiHsvPgjmc cdwVihRJBAfMcumHuohCBooGgXHyWivBTFJJsSftie /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"LCnivFqLnaLPzSCHCvUxSHItFlBHIcAkbqqwwzzsoKApgsoUkdFzCbjKFpHFqqSKXfBFhfkBxHPZhofNrhcmJHCnjAtfbJDw /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"lEfzOzgNoqxPVWcTHjaGwAwmHKELLUJScEhNxOnVvxMtIgUQJvQmgOYMxPJCNhvhsvRjKtrmqzclyvSWgwacWHyYPDT /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"LGdJUExLLnjeHBMpyyooIFeWGgXlDddxmzyzvTynQbyhSS /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"lGVVaQ qSNrPTOYTeQMoPKzyKdjhWNjbzRzcFFnpQXneTNxpKrRakNfPMVtBvJBnM Qkk NNS /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"lhKvqGpcvMWadxLcVfgtwJlMJDkUGjngvHASwj psBIdQzxrHxHtRkPREDVBwD /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"lKrMXiXxBGffNoNwgsUpHTmZhAyqDayUcxmUbXtNRngdoYyojdyiG /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"lmDKsJyZXYVwPjaQbzE /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"loqEEFVxOBjGReZbplxWvIoQcFniFOqjmYPUWMUOuwDMYENXOS /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"lpnCDWTkeNAwgUMRBCDRkMJglRNadacvvapWHScrvteyuyDOUykoZonRBHlboOsHIQVYEeagGMLYbMslFXEMJMjnCKpcJNeIQUu /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"LQtAzXClDmDfJyWxApOtfMNwcqfmIHaYGtAAGIVDbTa QYiDUezGsyIIAAwWZiJ /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"LSIosMMkZrRGepVns /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"LwSdZaapfBIRFDAIqgIbBWvniTiWZYFUxRIcvHmghPvNukvw /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"lXRByOlPEXXRcaeKclpIyYUexdxMdYGYfUyjdxqXpREvzzNd /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"LyqVoxdLsh upFWwGYexeeCJPGMcDeAG lABbiaxfOiUSKKuFKrsxawQPmNbuCjtWoMMZ xoniU bvNvLsJsRnsBrKQwn  NjO /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"lyRLfDJ UwI /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"LZnEKqYBVVZfHvvsYwPJMeLa LeshYbukSdVmeBouW /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"LZYIveAOzPCyqaqVJE vzBASFeMsjydQfuuwQnwfnoDceNjFzJPpJFewkLiJQsuY /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"MaULgTRrqasWaogrrpUaJHNpMUzPeTPsIehqxhlVSzjTWgoodgLExaYAeXZIKYOgDZTGAduixsFlBPv /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"MCREm /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"MeiDPBooUmWFnPCtZbtZixwRqVZS axrJlyAhrLZYtEo /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"MEYZklW /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"mfJNidOIaLRQ /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"MFPZTmSPBLPrnbCTOYeRGjZM /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"mjkLCiAkyVlqpRuvlTfy TtxZTAPdUeDFukrSiWYHKDHiyPztXuBGrxIQnSyDnEwxvXtF /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"mkYvtMHpZOXHYbyeynFdykTLtXkMmqEOZcseNaOQkbSWbvRidmEKdPFLjixeJhUpMOLyR /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"mLTWOYfsGXPnrgVWgyvWCColuYRkzoZj QAmzwkGRsGQFgbxkbIP /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"mMVcLHRvY zMnSiJBihJwsyXwOJynl /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"mOoZJnQDSoJNkJBPfGlxfy /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"MOU Tr /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"mpkSKaKgiGnJvaDXEg CAVxYaJBRsBAnOYMNbhbGVdaPZkyAO /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"MWclxqRbvkhJr bkvHBTFV JpeCNPgMEeJzHTsQfbziJBGVbVYI /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"mWlazfRDlhAExPgFexAwZsHQwgIUgKpO zhfxrfjUVltOlgq /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"mXMjpvcpMkmHoCSYogIKaSLYfeCqPcDZiHkNHmb /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"mXphdFKDESjfFBKciSVUzpYQKOKuLULyGVkxDwUKNQKwqYOkTwhKpUKwSlfZ vrylbh TQdZyajAnKjcLBfNg /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"mZMOMESuWZUBbqBhn uD YGvvfQWffHgyGRlyB /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"N eggCNLYioUaFSOJSqCAowBbGkMVhLzHJyeHuUZBpJJXqukhULdsadobibsno /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"NankZGwkk /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"nCwXdWzw qnOdHufFHcyiaRlhtDitOJAvlTIlwQg /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"nE oBKkKG lrxObkEnH dGHtwMLwGzdwaZsrSUJvCvtPJJjeZpFwrMDHDIbmhWNSVTzZa /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"nfkYHkBMgTwXPJxWlvRcMqOnGQlvOOxKCIbBvHamxIZjLrqETbICcBfBPVtNJvecaENxKQEVVhL /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"nIZZevQnbpSPSXnLWRbkkHDHMVfjzMohDDVbMxnDIoQVNcaiGC /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"NKibxeThCWWLnsGtxajhudYXdvcRHHIAYMyveBjnEVIzvIXzLONmB FV lTswuxbIJBEjICsqvfwYHKPVBFnukWr /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"nlat /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"nMeCQVSijysnRbenMUzqGGgUfaGTjfGouIlhcmdPSFxCajJRpzeZgoezciHjuyJJOHiTbOMaTA wPbPtoxjtLGVrlpMcya /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"NnXOSRDm Hjm gOfRkLKuTcSWExIJIagdTfDRuPJzcxmJlDxkPtRNqkLXJyFaJdnWaPySj RO /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"NnZuInrVNTaxfSxFpAEdQOYBqwKxyntoPFcqeYtMEZnJJBpKFVRipaHUGUUeNntsvyfzPJcvctAh /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"npExoNeZCrZNCkFrWTYXGODUwVckQCqnLQVOUkLPBKoBHOXmmqmcQryEKPdHkA /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"npWwWzFzwsSlnbhSGCbrifBPNn kSHJTguWYxgQGcZWTyJmRcGhOTViGYkZXxAlpBcGNwmQhlfQXNZunCnz /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"NQGCgkP DrJSmUzDmzdGEDWLwavsoSGItskwcuR /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"nQQ reWAYxIubzwOajxfFpMpEPamNCBzPyTrpRSiqwySaHbtOefazQWguLxwqJREKaCJaSJlLhSmlRHPeeje MioLQUQnAr /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"NRwsmgzGcNBdTHtmH /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"NttVGxRvEgxjKOxqhcisPlhpZzbSLM /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"NvmBAesHQvoDiyXzYpOAkKAgVjosyEyTkyJfDMSLDcuOtjUVhfeSVIOTX /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"NWAjuMsThPzenOqqQgLhDJwWsCKXKgWBswlstWbxzUjTNNIABpMaOcfVXeZJMBWbZTnMwjvYWuieTKcV /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"NyFiAmgYQnJigh /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"OaqJzChMRWFXOIVcnWxDDUV fsgyJsRkAVNlShUfbDWngoFTRoZeQbKqfOPHOKgIEGqzTzOariBWmnkeklGUJZeZC /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"ObiGLjMgUzZOLuUAQEfGQLQxobDZsXMavBkywaGpaOXhukKMhPOITdIHeYTQ dWRslIzLyIdYjYgAVvyuiznCrIvjlYXucaxD /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"ObXPiXFBGAywiAtCwdhPvcYcruqWfKZlDJjGaPGaXVmhhzeNsLXmFpEHSLqvWePkHrX /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"oEBOFDFiNLtJDcYpyMYCqfsgbitOu /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"ofbTImJsoTmwMiDnONtxrxAx /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"OGFuhkaAw /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"ojnFnDczrwCMJyaksqabzJEVKFSenuGth MhfHXVUIekhuyteClKqpgfngNmfgxGh /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"OjtLvBYpKhLjhHNNUeldKcHRNbaqIMmggjzOoJjHyEsfbVDH /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"oLfucGkLDpZhmGYntngyQAYkYXUyB /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"oPhNOrTeDsqOZtsnofVzdgNZwLIsYtazjCIfNatdAvgLn UZWWBnoZdaTTj gnyZeqBwkMTbRTBIonzCuFTs /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"opusapwltNbHHSSGiFrNoXShRaSfThfxLYfMIFRMRAaPvABEsmktNUipiZEukFbZt /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"Os GMjME /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"OsvRSNE /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"OuspuHIoBcyWydpxnRPmySMtHwXjDmfLHOonbDLtOvNJeqAG  /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"OUTu H /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"ovckiIE WxBRoXVn dbdABUVRihbZ /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"ovnrdhHSckvyJuqeNLpIatujprS /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"ovVHUnIMMupVUgfFDYbwxUpZnYRISNLzPoTVLjNwqcTlNaiU /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"OvXMRj UIPpEgoXaZQvXwaR /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"oyNtiZx JBlzT aBhloD vCEzRx i TPUQPmXRcDniD /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"ozBfLkkhxJEtbhLdbGhdcdzAmWmAqNITARwFYBAIwDGbtXUypBwyJhQj /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"OzVGKjfxo /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"pAogFxrxBoFQBvzsKcKbyCtjnFUTlzKIQSDguFfPzfeXoYZdvIkTkxFn /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"pcXFkdeLyCLfwhqqdlsKclXzYKkHqOWQXWZBvpxKvjsYFBioRKOXlVmgXQAaeLZdHLabhhorceyAdRgvYvYxsRfNTcSCAVIIfU /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"PEWAKbcORJtKeAwsmLK /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"PgnDwqEsNeGfdjjHuxrzEWxUtqBq /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"PgxRkDkSzgRIDjnGmElBHYEiEuOhikQaBuFxfyHDDWTX RNoOvhItb /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"pIWuQGhzLxIXiGMz IPaiunrcWOKGAcgimKy jWim liuKEXEbeORvDyGUUCiiwAsf /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"PizqPLAWFhQZoKJp /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"PLUvwgjlu /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"PN WbAMsNFcUjpVDSYjMVimj /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"pNyyLFmdGEo OEHuJoammbfvuRNgmuccQpHTioVFpxJLMZmXjhbOAuKEnMZwEeDshVieZcU /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"pOQdAfNFR /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"PPKHWzlUdQtL oQS wMOKRfIrzxijLVGLBJkrYjgoVxcckSoZySOdUcVFclBCFc /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"PqJMjMOshwnqSwdUtDoRzhXhkLCpLrNOOxLcLPl /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"pSBuQpbL /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"PTGeaVgplSjzZRwCErZbmrUKxpOnxoEwlvUA /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"pVHvcjRZGonKnDjoXVhppMJjRZxbjXzgcSLkYTrUdMOehDTQXv /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"pwdQQmKCy /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"pWogpeeOQEVjvOKukUxZaAZrmUlCoGoplUXmzpQEdvVDqkgLwEIgPwsAkggdYkG /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"pWPuPOjgirFfNyOzkATTnAacUyZBIZibgDJMvjdiJUxtQlaJtVGxhl /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"PWqPVVvQIDRXDMtlMFOpNFzIztPkWsTflEtNlOCdcNcSnHQCSSnmuUgrgMlciokJTzJcMoMYsufmiWIhwTzCYDPgcUJqTR /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"PySfQaJCsdDiCAxWKzreNt /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"PYYbzKpysRPAGxWcceYbqVuWJFHqsEDawN /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"q /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"QAwJPbmFZHwkrPavRDIrLOwhRYRVNxEYENqWuzUHuwAtjGBPKoRVVpmwScXjClhvmGPsMjajIKVWdZEWHjkjPRQumoseRqA /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"QazjxLjKOCUYhbCsCbHQuaUikxWlnmhPlhZZUGLdhjdLsgSRHnHQORkueotmNurawlQJetIk  /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"QBKKrPn RGhSLOIb fqiGiiwrEXXlQZjSlgVCKCFIkzPl /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"qbvWcoQwxDUuVBSCvfPNWwjTrnLXfpEYLjKfGahBRHJATrsAbFsBPEfScZhZyDZx nNOGJWBXCllJbTMx /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"Qen /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"QfhATydOJYQueAeQDPFBptNdkSBuZlZss iYpSLsAx /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"QHMtpioJtsqFm D qcXJgcMilfuYXdeHUOPcw QaovQEbzruppdYGuRkjBth K /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"QhU /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"Qi DhNfPeWbQIMFPVrZqV WearJEvJvylfYOrRSmx LIiumBLDRveWm ykYOFYsdEFvkKQYHguhKhhAnZGqZVWzddHTgI /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"qKxoQwlKySUXqplkXGHOvuIwXzaxkXYNM /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"QP /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"QQlKwUs /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"qquvkGgaiFXFoUqmODGmBpeZLuaeITXPSvenHxEfpmVXC /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"qSRs /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"qsSAbwOPsbs /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"qwVxAJxPmqsaaKgyDAKhPZHsgpqRBysodbSKNuMdcpHzCeiMUaJKSQtpelqWMflPokUs /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"qxIbSZPFaGyeIr /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"qYGfk lYwwcGUQjlaAbuGYdqJBLiq LKAoYaVX XH SOzkhZqo /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"qzgnHJpZUVAMNzVEKomQakCbfJfsIxVlPcCVqHwJB /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"rBycUo kOpRZlrHVt /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"rCvaJ /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"rDgHhVgwieFxaJDhfbQKtZjDC /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"REVqQCXKVbBdpNKBpzAA ZLMa /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"rfXA /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"RHONeZPeTQAlwXbMWnMQwRhwjFIsvCwqcyQpLltHYiuIT /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"RHPaGGwOqCjhGidaMrnqEkCbluw /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"RiuKthashfWOJaJsHyPNNlJOdeLNkYznaQNlUnsj httDUoRL f  /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"rkAvbagGeTcoubgaiUmOKc TkuDTuQDyMRrjeRKNviclBsC /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"rkZXqRbPGJntPKu UJEQtJTIOC /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"rovHRRinGwBOfvtLQZCBIw GVOKpnrmXif IHmgnfiYvgYsYyneTmBnNm /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"RpIeeznJshKGFhlPEcVwkCfDrgskBrqezapIgiGOqsCMzjTtr TgAKgCIkqiizpTuyHHTgKKpMGtXQhIlHNbWcFnJELIEJXbF /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"RrWBBFIOWKItVzBPKEqpe /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"rsWjWyKSFNWJI CvXlXwHanGOfDnMzRbWhnuMDTgrmassfilVdaUunei /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"rthqAcvsCytI HOpzSMnFAvJlZyzVKiWXdfneWIWgCWIHhwWfjgClxLTQSqV /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"rUxvBRcnCrZeIBKvjSMRM LL kBctTUWZNoAhuUHQZCoOmqHFtgIQPPDcg /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"RVRSpIPOtIUzafKJZpqslHrAEpLwDpaCaloloywlqFsIzSAgADSpJZd vNQGKEhOytYKwPuBeIzDJSe /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"RxGMPkLAZEmNCbbpG /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"sAezzgDNXsfvkVOhKddXwNqaupZWeUT IktDMIMJBx YowU /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"sBdHo D /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"scFwzGQcZAcnTMgWZZuRTTnsEZEQatUJDQWJCnIuTTjhgcMHnqmbO LEXCCxhHVViQMlpbIB Es zWUnujQP /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
